ep,pid,ev,mu,sig,mean,best,ent,buf,step
581,3445746,-0.132,-0.00034,0.1,,,,,
582,3445746,-0.141,-0.00034,0.1,,,,,
583,3445746,-0.105,-0.00034,0.1,,,,,
584,3445746,-0.111,-0.00034,0.1,,,,,
585,3445746,-0.313,-0.00034,0.1,,,,,
586,3445746,+0.194,-0.00034,0.1,,,,,
587,3445746,+0.046,-0.00034,0.1,,,,,
588,3445746,+0.038,-0.00034,0.1,,,,,
589,3445746,-0.568,-0.00034,0.1,,,,,
590,3445746,+0.100,-0.00034,0.1,,,,,
591,3445746,-0.055,-0.00034,0.1,,,,,
592,3445746,-0.292,-0.00034,0.1,,,,,
593,3445746,-0.069,-0.00034,0.1,,,,,
594,3445746,+0.038,-0.00034,0.1,,,,,
595,3445746,-0.009,-0.00034,0.1,,,,,
596,3445746,-0.050,-0.00034,0.1,,,,,
597,3445746,-0.256,-0.00034,0.1,,,,,
598,3445746,-1.136,-0.00034,0.1,,,,,
599,3445746,-0.029,-0.00034,0.1,,,,,
600,3445746,+0.283,-0.00034,0.1,,,,,
601,3445746,+0.263,-0.00034,0.1,,,,,
602,3445746,-0.345,-0.00034,0.1,,,,,
603,3445746,-0.086,-0.00034,0.1,,,,,
604,3445746,-0.157,-0.00034,0.1,,,,,
605,3445746,-0.030,-0.00034,0.1,,,,,
606,3445746,+0.108,-0.00034,0.1,,,,,
607,3445746,-0.392,-0.00034,0.1,,,,,
608,3445746,-0.465,-0.00034,0.1,,,,,
609,3445746,-0.185,-0.00034,0.1,,,,,
610,3445746,+0.098,-0.00034,0.1,,,,,
611,3445746,-0.000,-0.00034,0.1,,,,,
612,3445746,-0.204,-0.00034,0.1,,,,,
613,3445746,-0.072,-0.00034,0.1,,,,,
614,3445746,-0.000,-0.00034,0.1,,,,,
615,3445746,-0.344,-0.00034,0.1,,,,,
616,3445746,+0.147,-0.00034,0.1,,,,,
617,3445746,-0.251,-0.00034,0.1,,,,,
618,3445746,-0.803,-0.00034,0.1,,,,,
619,3445746,+0.162,-0.00034,0.1,,,,,
620,3445746,-0.709,-0.00034,0.1,,,,,
621,3445746,+0.058,-0.00034,0.1,,,,,
622,3445746,-0.042,-0.00034,0.1,,,,,
623,3445746,-0.327,-0.00034,0.1,,,,,
624,3445746,+0.094,-0.00034,0.1,,,,,
625,3445746,-0.018,-0.00034,0.1,,,,,
626,3445746,-0.010,-0.00034,0.1,,,,,
627,3445746,+0.012,-0.00034,0.1,,,,,
628,3445746,+0.051,-0.00034,0.1,,,,,
629,3445746,+0.110,-0.00034,0.1,,,,,
630,3445746,+0.295,-0.00034,0.1,,,,,
631,3445746,-0.128,-0.00034,0.1,,,,,
632,3445746,-0.147,-0.00034,0.1,,,,,
633,3445746,-0.043,-0.00034,0.1,,,,,
634,3445746,+0.138,-0.00034,0.1,,,,,
635,3445746,-0.227,-0.00034,0.1,,,,,
636,3445746,-0.705,-0.00034,0.1,,,,,
637,3445746,+0.049,-0.00034,0.1,,,,,
638,3445746,-0.007,-0.00034,0.1,,,,,
639,3445746,+0.127,-0.00034,0.1,,,,,
640,3445746,+0.053,-0.00034,0.1,,,,,
641,3445746,-0.018,-0.00034,0.1,,,,,
642,3445746,+0.043,-0.00034,0.1,,,,,
643,3445746,-0.406,-0.00034,0.1,,,,,
644,3445746,+0.652,-0.00034,0.1,,,,,
645,3445746,-0.254,-0.00034,0.1,,,,,
646,3445746,-0.148,-0.00034,0.1,,,,,
647,3445746,-0.065,-0.00034,0.1,,,,,
648,3445746,-0.651,-0.00034,0.1,,,,,
649,3445746,-0.177,-0.00034,0.1,,,,,
650,3445746,+0.259,-0.00034,0.1,,,,,
651,3445746,-1.535,-0.00034,0.1,,,,,
652,3445746,-0.091,-0.00034,0.1,,,,,
653,3445746,-0.274,-0.00034,0.1,,,,,
654,3445746,-0.436,-0.00034,0.1,,,,,
655,3445746,+0.036,-0.00034,0.1,,,,,
656,3445746,-0.345,-0.00034,0.1,,,,,
657,3445746,-0.055,-0.00034,0.1,,,,,
658,3445746,-0.215,-0.00034,0.1,,,,,
659,3445746,-0.249,-0.00034,0.1,,,,,
660,3445746,+0.095,-0.00034,0.1,,,,,
661,3445746,+0.045,-0.00034,0.1,,,,,
662,3445746,-0.187,-0.00034,0.1,,,,,
663,3445746,+0.331,-0.00034,0.1,,,,,
664,3445746,-0.404,-0.00034,0.1,,,,,
665,3445746,-0.140,-0.00034,0.1,,,,,
666,3445746,-1.196,-0.00034,0.1,,,,,
667,3445746,+0.236,-0.00034,0.1,,,,,
668,3445746,-2.819,-0.00034,0.1,,,,,
669,3445746,-1.078,-0.00034,0.1,,,,,
670,3445746,-0.799,-0.00034,0.1,,,,,
671,3445746,-0.278,-0.00034,0.1,,,,,
672,3445746,-0.057,-0.00034,0.1,,,,,
673,3445746,-0.148,-0.00034,0.1,,,,,
674,3445746,-0.588,-0.00034,0.1,,,,,
675,3445746,-0.104,-0.00034,0.1,,,,,
676,3445746,-0.132,-0.00034,0.1,,,,,
677,3445746,-0.098,-0.00034,0.1,,,,,
678,3445746,-0.067,-0.00034,0.1,,,,,
679,3445746,-0.119,-0.00034,0.1,,,,,
680,3445746,-0.139,-0.00034,0.1,,,,,
681,3445746,+0.025,-0.00034,0.1,,,,,
682,3445746,-0.101,-0.00034,0.1,,,,,
683,3445746,-0.049,-0.00034,0.1,,,,,
684,3445746,+0.193,-0.00034,0.1,,,,,
685,3445746,+0.168,-0.00034,0.1,,,,,
686,3445746,+0.108,-0.00034,0.1,,,,,
687,3445746,-0.028,-0.00034,0.1,,,,,
688,3445746,-0.147,-0.00034,0.1,,,,,
689,3445746,-0.070,-0.00034,0.1,,,,,
690,3445746,-0.183,-0.00034,0.1,,,,,
691,3445746,-0.750,-0.00034,0.1,,,,,
692,3445746,-0.098,-0.00034,0.1,,,,,
693,3445746,-0.045,-0.00034,0.1,,,,,
694,3445746,+0.069,-0.00034,0.1,,,,,
695,3445746,-0.020,-0.00034,0.1,,,,,
696,3445746,+0.196,-0.00034,0.1,,,,,
697,3445746,-0.104,-0.00034,0.1,,,,,
698,3445746,+0.350,-0.00034,0.1,,,,,
699,3445746,-0.305,-0.00034,0.1,,,,,
700,3445746,+0.378,-0.00034,0.1,,,,,
701,3445746,-0.065,-0.00034,0.1,,,,,
702,3445746,-0.592,-0.00034,0.1,,,,,
703,3445746,+0.156,-0.00034,0.1,,,,,
704,3445746,+0.001,-0.00034,0.1,,,,,
705,3445746,-0.058,-0.00034,0.1,,,,,
706,3445746,-2.006,-0.00034,0.1,,,,,
707,3445746,-0.043,-0.00034,0.1,,,,,
708,3445746,-0.507,-0.00034,0.1,,,,,
709,3445746,+0.023,-0.00034,0.1,,,,,
710,3445746,-0.487,-0.00034,0.1,,,,,
711,3445746,-0.059,-0.00034,0.1,,,,,
712,3445746,-0.254,-0.00034,0.1,,,,,
713,3445746,-0.237,-0.00034,0.1,,,,,
714,3445746,-0.157,-0.00034,0.1,,,,,
715,3445746,+0.032,-0.00034,0.1,,,,,
716,3445746,+0.383,-0.00034,0.1,,,,,
717,3445746,+0.037,-0.00034,0.1,,,,,
718,3445746,-0.656,-0.00034,0.1,,,,,
719,3445746,-0.134,-0.00034,0.1,,,,,
720,3445746,-0.064,-0.00034,0.1,,,,,
721,3445746,-0.009,-0.00034,0.1,,,,,
722,3445746,-1.050,-0.00034,0.1,,,,,
723,3445746,+0.092,-0.00034,0.1,,,,,
724,3445746,-0.718,-0.00034,0.1,,,,,
725,3445746,+0.085,-0.00034,0.1,,,,,
726,3445746,-1.838,-0.00034,0.1,,,,,
727,3445746,+0.099,-0.00034,0.1,,,,,
728,3445746,-0.103,-0.00034,0.1,,,,,
729,3445746,-0.117,-0.00034,0.1,,,,,
730,3445746,-0.250,-0.00034,0.1,,,,,
731,3445746,-0.173,-0.00034,0.1,,,,,
732,3445746,-0.159,-0.00034,0.1,,,,,
733,3445746,-0.900,-0.00034,0.1,,,,,
734,3445746,-0.205,-0.00034,0.1,,,,,
735,3445746,-0.051,-0.00034,0.1,,,,,
736,3445746,+0.002,-0.00034,0.1,,,,,
737,3445746,-0.305,-0.00034,0.1,,,,,
738,3445746,-0.051,-0.00034,0.1,,,,,
739,3445746,-0.415,-0.00034,0.1,,,,,
740,3445746,+0.030,-0.00034,0.1,,,,,
741,3445746,+0.061,-0.00034,0.1,,,,,
742,3445746,-0.014,-0.00034,0.1,,,,,
743,3445746,+0.075,-0.00034,0.1,,,,,
744,3445746,-0.456,-0.00034,0.1,,,,,
745,3445746,+0.089,-0.00034,0.1,,,,,
746,3445746,-0.976,-0.00034,0.1,,,,,
747,3445746,-0.077,-0.00034,0.1,,,,,
748,3445746,-0.084,-0.00034,0.1,,,,,
749,3445746,-5.020,-0.00034,0.1,,,,,
750,3445746,+0.539,-0.00034,0.1,,,,,
751,3445746,-1.660,-0.00034,0.1,,,,,
752,3445746,-0.795,-0.00034,0.1,,,,,
753,3445746,+0.081,-0.00034,0.1,,,,,
754,3445746,+0.010,-0.00034,0.1,,,,,
755,3445746,-0.525,-0.00034,0.1,,,,,
756,3445746,-0.187,-0.00034,0.1,,,,,
757,3445746,-0.075,-0.00034,0.1,,,,,
758,3445746,+0.122,-0.00034,0.1,,,,,
759,3445746,-0.147,-0.00034,0.1,,,,,
760,3445746,+0.290,-0.00034,0.1,,,,,
761,3445746,-0.205,-0.00034,0.1,,,,,
762,3445746,+0.244,-0.00034,0.1,,,,,
763,3445746,-0.201,-0.00034,0.1,,,,,
764,3445746,+0.072,-0.00034,0.1,,,,,
765,3445746,+0.036,-0.00034,0.1,,,,,
766,3445746,+0.156,-0.00034,0.1,,,,,
767,3445746,-0.520,-0.00034,0.1,,,,,
768,3445746,-0.178,-0.00034,0.1,,,,,
769,3445746,-0.149,-0.00034,0.1,,,,,
770,3445746,+0.209,-0.00034,0.1,,,,,
771,3445746,-0.032,-0.00034,0.1,,,,,
772,3445746,-0.392,-0.00034,0.1,,,,,
773,3445746,-0.083,-0.00034,0.1,,,,,
774,3445746,-0.048,-0.00034,0.1,,,,,
775,3445746,-0.021,-0.00034,0.1,,,,,
776,3445746,+0.232,-0.00034,0.1,,,,,
777,3445746,-0.225,-0.00034,0.1,,,,,
778,3445746,+0.156,-0.00034,0.1,,,,,
779,3445746,-1.443,-0.00034,0.1,,,,,
780,3445746,-0.095,-0.00034,0.1,,,,,
781,3445746,-0.344,-0.00034,0.1,,,,,
782,3445746,-0.019,-0.00034,0.1,,,,,
783,3445746,-0.141,-0.00034,0.1,,,,,
784,3445746,-0.329,-0.00034,0.1,,,,,
785,3445746,-0.071,-0.00034,0.1,,,,,
786,3445746,-0.137,-0.00034,0.1,,,,,
787,3445746,-0.168,-0.00034,0.1,,,,,
788,3445746,-0.030,-0.00034,0.1,,,,,
789,3445746,-0.067,-0.00034,0.1,,,,,
790,3445746,-0.020,-0.00034,0.1,,,,,
791,3445746,+0.132,-0.00034,0.1,,,,,
792,3445746,+0.072,-0.00034,0.1,,,,,
793,3445746,-0.649,-0.00034,0.1,,,,,
794,3445746,-0.389,-0.00034,0.1,,,,,
795,3445746,-0.139,-0.00034,0.1,,,,,
796,3445746,+0.011,-0.00034,0.1,,,,,
797,3445746,+0.226,-0.00034,0.1,,,,,
798,3445746,-0.686,-0.00034,0.1,,,,,
799,3445746,+0.248,-0.00034,0.1,,,,,
800,3445746,-0.954,-0.00034,0.1,,,,,
801,3445746,-0.156,-0.00034,0.1,,,,,
802,3445746,-0.113,-0.00034,0.1,,,,,
803,3445746,+0.090,-0.00034,0.1,,,,,
804,3445746,-0.008,-0.00034,0.1,,,,,
805,3445746,+0.014,-0.00034,0.1,,,,,
806,3445746,+0.028,-0.00034,0.1,,,,,
807,3445746,+0.048,-0.00034,0.1,,,,,
808,3445746,-0.395,-0.00034,0.1,,,,,
809,3445746,-0.231,-0.00034,0.1,,,,,
810,3445746,-0.061,-0.00034,0.1,,,,,
811,3445746,-0.014,-0.00034,0.1,,,,,
812,3445746,-0.314,-0.00034,0.1,,,,,
813,3445746,-0.192,-0.00034,0.1,,,,,
814,3445746,-0.400,-0.00034,0.1,,,,,
815,3445746,-0.035,-0.00034,0.1,,,,,
816,3445746,-0.492,-0.00034,0.1,,,,,
817,3445746,-0.221,-0.00034,0.1,,,,,
818,3445746,-0.171,-0.00034,0.1,,,,,
819,3445746,-0.035,-0.00034,0.1,,,,,
820,3445746,-0.138,-0.00034,0.1,,,,,
821,3445746,-0.281,-0.00034,0.1,,,,,
822,3445746,-0.484,-0.00034,0.1,,,,,
823,3445746,+0.003,-0.00034,0.1,,,,,
824,3445746,-0.123,-0.00034,0.1,,,,,
825,3445746,-0.250,-0.00034,0.1,,,,,
826,3445746,-0.806,-0.00034,0.1,,,,,
827,3445746,-0.106,-0.00034,0.1,,,,,
828,3445746,-1.606,-0.00034,0.1,,,,,
829,3445746,-0.431,-0.00034,0.1,,,,,
830,3445746,-0.555,-0.00034,0.1,,,,,
831,3445746,-0.136,-0.00034,0.1,,,,,
832,3445746,-0.365,-0.00034,0.1,,,,,
833,3445746,-5.320,-0.00034,0.1,,,,,
834,3445746,-0.262,-0.00034,0.1,,,,,
835,3445746,-0.890,-0.00034,0.1,,,,,
836,3445746,-0.155,-0.00034,0.1,,,,,
837,3445746,-0.002,-0.00034,0.1,,,,,
838,3445746,-0.449,-0.00034,0.1,,,,,
839,3445746,+0.201,-0.00034,0.1,,,,,
840,3445746,-0.253,-0.00034,0.1,,,,,
841,3445746,+0.023,-0.00034,0.1,,,,,
842,3445746,-3.203,-0.00034,0.1,,,,,
843,3445746,-0.031,-0.00034,0.1,,,,,
844,3445746,-0.150,-0.00034,0.1,,,,,
845,3445746,-0.034,-0.00034,0.1,,,,,
846,3445746,-0.039,-0.00034,0.1,,,,,
847,3445746,-0.091,-0.00034,0.1,,,,,
848,3445746,-0.060,-0.00034,0.1,,,,,
849,3445746,+0.052,-0.00034,0.1,,,,,
850,3445746,+0.256,-0.00034,0.1,,,,,
851,3445746,-0.445,-0.00034,0.1,,,,,
852,3445746,-0.127,-0.00034,0.1,,,,,
853,3445746,-0.313,-0.00034,0.1,,,,,
854,3445746,-0.183,-0.00034,0.1,,,,,
855,3445746,-0.076,-0.00034,0.1,,,,,
856,3445746,+0.140,-0.00034,0.1,,,,,
857,3445746,-0.198,-0.00034,0.1,,,,,
858,3445746,-1.010,-0.00034,0.1,,,,,
859,3445746,-0.694,-0.00034,0.1,,,,,
860,3445746,-0.084,-0.00034,0.1,,,,,
861,3445746,-0.086,-0.00034,0.1,,,,,
862,3445746,+0.027,-0.00034,0.1,,,,,
863,3445746,-0.133,-0.00034,0.1,,,,,
864,3445746,-0.261,-0.00034,0.1,,,,,
865,3445746,+0.100,-0.00034,0.1,,,,,
866,3445746,-0.096,-0.00034,0.1,,,,,
867,3445746,+0.208,-0.00034,0.1,,,,,
868,3445746,-1.082,-0.00034,0.1,,,,,
869,3445746,-0.077,-0.00034,0.1,,,,,
870,3445746,-1.695,-0.00034,0.1,,,,,
871,3445746,+0.000,-0.00034,0.1,,,,,
872,3445746,-0.101,-0.00034,0.1,,,,,
873,3445746,+0.260,-0.00034,0.1,,,,,
874,3445746,-0.976,-0.00034,0.1,,,,,
875,3445746,-2.795,-0.00034,0.1,,,,,
876,3445746,+0.062,-0.00034,0.1,,,,,
877,3445746,-0.178,-0.00034,0.1,,,,,
878,3445746,-0.682,-0.00034,0.1,,,,,
879,3445746,-0.180,-0.00034,0.1,,,,,
880,3445746,-0.389,-0.00034,0.1,,,,,
881,3445746,-0.241,-0.00034,0.1,,,,,
882,3445746,-2.357,-0.00034,0.1,,,,,
883,3445746,-0.396,-0.00034,0.1,,,,,
884,3445746,-0.040,-0.00034,0.1,,,,,
885,3445746,+0.088,-0.00034,0.1,,,,,
886,3445746,+0.260,-0.00034,0.1,,,,,
887,3445746,-0.594,-0.00034,0.1,,,,,
888,3445746,-0.287,-0.00034,0.1,,,,,
889,3445746,+0.013,-0.00034,0.1,,,,,
890,3445746,+0.049,-0.00034,0.1,,,,,
891,3445746,-0.682,-0.00034,0.1,,,,,
892,3445746,+0.249,-0.00034,0.1,,,,,
893,3445746,-0.479,-0.00034,0.1,0.725,,,,
894,3445746,-0.088,-0.00034,0.1,,,,,
895,3445746,-0.110,-0.00034,0.1,,,,,
896,3445746,-0.617,-0.00034,0.1,,,,,
897,3445746,-0.150,-0.00034,0.1,,,,,
898,3445746,+0.217,-0.00034,0.1,0.711,,,,
899,3445746,+0.218,-0.00034,0.1,,,,,
900,3445746,-0.500,-0.00034,0.1,,,,,
901,3445746,-0.529,-0.00034,0.1,,,,,
902,3445746,-0.112,-0.00034,0.1,,,,,
903,3445746,+0.100,-0.00034,0.1,,,,,
904,3445746,-0.079,-0.00034,0.1,,,,,
905,3445746,+0.044,-0.00034,0.1,,,,,
906,3445746,+0.122,-0.00034,0.1,,,,,
907,3445746,+0.091,-0.00034,0.1,,,,,
908,3445746,-2.574,-0.00034,0.1,,,,,
909,3445746,-0.065,-0.00034,0.1,,,,,
910,3445746,-0.848,-0.00034,0.1,,,,,
911,3445746,-0.221,-0.00034,0.1,,,,,
912,3445746,-0.053,-0.00034,0.1,,,,,
913,3445746,-0.180,-0.00034,0.1,,,,,
914,3445746,-0.381,-0.00034,0.1,,,,,
915,3445746,-0.315,-0.00034,0.1,,,,,
916,3445746,+0.075,-0.00034,0.1,,,,,
917,3445746,-0.021,-0.00034,0.1,,,,,
918,3445746,+0.128,-0.00034,0.1,,,,,
919,3445746,+0.113,-0.00034,0.1,,,,,
920,3445746,+0.350,-0.00034,0.1,,,,,
921,3445746,-0.055,-0.00034,0.1,,,,,
922,3445746,-0.489,-0.00034,0.1,,,,,
923,3445746,+0.174,-0.00034,0.1,,,,,
924,3445746,-0.117,-0.00034,0.1,,,,,
925,3445746,+0.083,-0.00034,0.1,,,,,
926,3445746,-0.018,-0.00034,0.1,,,,,
927,3445746,-0.073,-0.00034,0.1,,,,,
928,3445746,-0.131,-0.00034,0.1,,,,,
929,3445746,-0.061,-0.00034,0.1,,,,,
930,3445746,+0.049,-0.00034,0.1,,,,,
931,3445746,-0.155,-0.00034,0.1,,,,,
932,3445746,-0.225,-0.00034,0.1,,,,,
933,3445746,-0.016,-0.00034,0.1,,,,,
934,3445746,-0.089,-0.00034,0.1,,,,,
935,3445746,-0.075,-0.00034,0.1,,,,,
936,3445746,+0.041,-0.00034,0.1,,,,,
937,3445746,-0.125,-0.00034,0.1,,,,,
938,3445746,-0.427,-0.00034,0.1,,,,,
939,3445746,+0.041,-0.00034,0.1,,,,,
940,3445746,-0.187,-0.00034,0.1,,,,,
941,3445746,-0.044,-0.00034,0.1,,,,,
942,3445746,-0.194,-0.00034,0.1,,,,,
943,3445746,-0.183,-0.00034,0.1,,,,,
944,3445746,+0.039,-0.00034,0.1,,,,,
945,3445746,-0.047,-0.00034,0.1,,,,,
946,3445746,+0.051,-0.00034,0.1,,,,,
947,3445746,-0.089,-0.00034,0.1,,,,,
948,3445746,-0.288,-0.00034,0.1,,,,,
949,3445746,+0.051,-0.00034,0.1,,,,,
950,3445746,-0.249,-0.00034,0.1,,,,,
951,3445746,-0.269,-0.00034,0.1,,,,,
952,3445746,-0.254,-0.00034,0.1,,,,,
953,3445746,-0.302,-0.00034,0.1,,,,,
954,3445746,-0.154,-0.00034,0.1,,,,,
955,3445746,-0.512,-0.00034,0.1,,,,,
956,3445746,-0.213,-0.00034,0.1,,,,,
957,3445746,-0.905,-0.00034,0.1,,,,,
958,3445746,-0.027,-0.00034,0.1,,,,,
959,3445746,-0.316,-0.00034,0.1,,,,,
960,3445746,-0.063,-0.00034,0.1,,,,,
961,3445746,+0.040,-0.00034,0.1,,,,,
962,3445746,+0.379,-0.00034,0.1,,,,,
963,3445746,-0.621,-0.00034,0.1,,,,,
964,3445746,-1.398,-0.00034,0.1,,,,,
965,3445746,-0.435,-0.00034,0.1,,,,,
966,3445746,+0.285,-0.00034,0.1,,,,,
967,3445746,-0.129,-0.00034,0.1,,,,,
968,3445746,-0.046,-0.00034,0.1,,,,,
969,3445746,-0.028,-0.00034,0.1,,,,,
970,3445746,-1.211,-0.00034,0.1,,,,,
971,3445746,+0.064,-0.00034,0.1,,,,,
972,3445746,-0.098,-0.00034,0.1,,,,,
973,3445746,-0.413,-0.00034,0.1,,,,,
974,3445746,-0.570,-0.00034,0.1,,,,,
975,3445746,+0.029,-0.00034,0.1,,,,,
976,3445746,-0.184,-0.00034,0.1,,,,,
977,3445746,-0.253,-0.00034,0.1,,,,,
978,3445746,-0.179,-0.00034,0.1,,,,,
979,3445746,-0.063,-0.00034,0.1,,,,,
980,3445746,-0.288,-0.00034,0.1,,,,,
981,3445746,-0.187,-0.00034,0.1,,,,,
982,3445746,-0.198,-0.00034,0.1,,,,,
983,3445746,+0.087,-0.00034,0.1,,,,,
984,3445746,+0.487,-0.00034,0.1,,,,,
985,3445746,-0.247,-0.00034,0.1,,,,,
986,3445746,-1.688,-0.00034,0.1,,,,,
987,3445746,+0.093,-0.00034,0.1,,,,,
988,3445746,-0.904,-0.00034,0.1,,,,,
989,3445746,-0.088,-0.00034,0.1,,,,,
990,3445746,-1.329,-0.00034,0.1,,,,,
991,3445746,-0.056,-0.00034,0.1,,,,,
992,3445746,-0.104,-0.00034,0.1,,,,,
993,3445746,-0.144,-0.00034,0.1,,,,,
994,3445746,-0.535,-0.00034,0.1,,,,,
995,3445746,-0.276,-0.00034,0.1,,,,,
996,3445746,-0.166,-0.00034,0.1,,,,,
997,3445746,-0.131,-0.00034,0.1,,,,,
998,3445746,-0.306,-0.00034,0.1,,,,,
999,3445746,-0.044,-0.00034,0.1,,,,,
1000,,,,,-3.502e+07,-3.495e+07,1.683,0,1000
