ep,pid,ev,mu,sig,mean,best,ent,buf,step
581,3699610,-0.727,-0.00034,0.1,,,,,
582,3699610,+0.278,-0.00034,0.1,,,,,
583,3699610,+0.404,-0.00034,0.1,,,,,
584,3699610,+0.400,-0.00034,0.1,,,,,
585,3699610,+0.750,-0.00034,0.1,,,,,
586,3699610,+0.241,-0.00034,0.1,,,,,
587,3699610,+0.813,-0.00034,0.1,,,,,
588,3699610,+0.505,-0.00034,0.1,,,,,
589,3699610,+0.539,-0.00034,0.1,,,,,
590,3699610,+0.716,-0.00034,0.1,,,,,
591,3699610,+0.793,-0.00034,0.1,,,,,
592,3699610,+0.716,-0.00034,0.1,,,,,
593,3699610,+0.332,-0.00034,0.1,,,,,
594,3699610,+0.413,-0.00034,0.1,,,,,
595,3699610,+0.672,-0.00034,0.1,,,,,
596,3699610,+0.598,-0.00034,0.1,,,,,
597,3699610,+0.645,-0.00034,0.1,,,,,
598,3699610,+0.791,-0.00034,0.1,,,,,
599,3699610,+0.648,-0.00034,0.1,,,,,
600,3699610,+0.731,-0.00034,0.1,,,,,
601,3699610,+0.671,-0.00034,0.1,,,,,
602,3699610,+0.606,-0.00034,0.1,,,,,
603,3699610,-0.087,-0.00034,0.1,,,,,
604,3699610,-0.267,-0.00034,0.1,,,,,
605,3699610,+0.770,-0.00034,0.1,,,,,
606,3699610,-0.013,-0.00034,0.1,,,,,
607,3699610,-0.090,-0.00034,0.1,,,,,
608,3699610,-1.187,-0.00034,0.1,,,,,
609,3699610,+0.433,-0.00034,0.1,,,,,
610,3699610,-0.072,-0.00034,0.1,,,,,
611,3699610,+0.693,-0.00034,0.1,,,,,
612,3699610,+0.508,-0.00034,0.1,,,,,
613,3699610,+0.868,-0.00034,0.1,,,,,
614,3699610,+0.562,-0.00034,0.1,,,,,
615,3699610,+0.864,-0.00034,0.1,,,,,
616,3699610,-0.032,-0.00034,0.1,,,,,
617,3699610,-0.155,-0.00034,0.1,,,,,
618,3699610,+0.439,-0.00034,0.1,,,,,
619,3699610,+0.405,-0.00034,0.1,,,,,
620,3699610,+0.401,-0.00034,0.1,,,,,
621,3699610,+0.757,-0.00034,0.1,,,,,
622,3699610,+0.105,-0.00034,0.1,,,,,
623,3699610,+0.603,-0.00034,0.1,,,,,
624,3699610,+0.523,-0.00034,0.1,,,,,
625,3699610,+0.541,-0.00034,0.1,,,,,
626,3699610,+0.747,-0.00034,0.1,,,,,
627,3699610,+0.326,-0.00034,0.1,,,,,
628,3699610,-0.091,-0.00034,0.1,,,,,
629,3699610,+0.253,-0.00034,0.1,,,,,
630,3699610,+0.419,-0.00034,0.1,,,,,
631,3699610,+0.681,-0.00034,0.1,,,,,
632,3699610,+0.362,-0.00034,0.1,,,,,
633,3699610,+0.827,-0.00034,0.1,,,,,
634,3699610,+0.531,-0.00034,0.1,,,,,
635,3699610,+0.419,-0.00034,0.1,,,,,
636,3699610,+0.587,-0.00034,0.1,,,,,
637,3699610,+0.302,-0.00034,0.1,,,,,
638,3699610,-0.028,-0.00034,0.1,,,,,
639,3699610,-0.081,-0.00034,0.1,,,,,
640,3699610,+0.025,-0.00034,0.1,,,,,
641,3699610,-7.203,-0.00034,0.1,,,,,
642,3699610,+0.119,-0.00034,0.1,,,,,
643,3699610,-2.905,-0.00034,0.1,,,,,
644,3699610,-2.396,-0.00034,0.1,,,,,
645,3699610,-0.552,-0.00034,0.1,,,,,
646,3699610,+0.737,-0.00034,0.1,,,,,
647,3699610,+0.482,-0.00034,0.1,,,,,
648,3699610,-0.382,-0.00034,0.1,,,,,
649,3699610,-0.141,-0.00034,0.1,,,,,
650,3699610,+0.052,-0.00034,0.1,,,,,
651,3699610,+0.077,-0.00034,0.1,,,,,
652,3699610,-2.232,-0.00034,0.1,,,,,
653,3699610,+0.185,-0.00034,0.1,,,,,
654,3699610,-5.510,-0.00034,0.1,,,,,
655,3699610,-4.039,-0.00034,0.1,,,,,
656,3699610,-1.690,-0.00034,0.1,,,,,
657,3699610,+0.155,-0.00034,0.1,,,,,
658,3699610,+0.753,-0.00034,0.1,,,,,
659,3699610,-0.633,-0.00034,0.1,,,,,
660,3699610,-0.190,-0.00034,0.1,,,,,
661,3699610,-0.573,-0.00034,0.1,,,,,
662,3699610,-2.121,-0.00034,0.1,,,,,
663,3699610,+0.721,-0.00034,0.1,,,,,
664,3699610,+0.376,-0.00034,0.1,,,,,
665,3699610,+0.831,-0.00034,0.1,,,,,
666,3699610,+0.722,-0.00034,0.1,,,,,
667,3699610,+0.865,-0.00034,0.1,,,,,
668,3699610,+0.555,-0.00034,0.1,,,,,
669,3699610,+0.899,-0.00034,0.1,,,,,
670,3699610,+0.648,-0.00034,0.1,,,,,
671,3699610,+0.336,-0.00034,0.1,,,,,
672,3699610,+0.687,-0.00034,0.1,,,,,
673,3699610,+0.310,-0.00034,0.1,,,,,
674,3699610,+0.661,-0.00034,0.1,,,,,
675,3699610,-0.336,-0.00034,0.1,,,,,
676,3699610,+0.533,-0.00034,0.1,,,,,
677,3699610,+0.698,-0.00034,0.1,,,,,
678,3699610,+0.502,-0.00034,0.1,,,,,
679,3699610,+0.757,-0.00034,0.1,,,,,
680,3699610,+0.320,-0.00034,0.1,,,,,
681,3699610,+0.708,-0.00034,0.1,,,,,
682,3699610,+0.678,-0.00034,0.1,,,,,
683,3699610,+0.527,-0.00034,0.1,,,,,
684,3699610,+0.747,-0.00034,0.1,,,,,
685,3699610,+0.573,-0.00034,0.1,,,,,
686,3699610,+0.536,-0.00034,0.1,,,,,
687,3699610,+0.484,-0.00034,0.1,,,,,
688,3699610,+0.604,-0.00034,0.1,,,,,
689,3699610,+0.418,-0.00034,0.1,,,,,
690,3699610,+0.731,-0.00034,0.1,,,,,
691,3699610,+0.634,-0.00034,0.1,,,,,
692,3699610,+0.625,-0.00034,0.1,,,,,
693,3699610,-0.146,-0.00034,0.1,,,,,
694,3699610,+0.624,-0.00034,0.1,,,,,
695,3699610,-0.053,-0.00034,0.1,,,,,
696,3699610,-0.969,-0.00034,0.1,,,,,
697,3699610,+0.634,-0.00034,0.1,,,,,
698,3699610,+0.303,-0.00034,0.1,,,,,
699,3699610,+0.282,-0.00034,0.1,,,,,
700,3699610,+0.482,-0.00034,0.1,,,,,
701,3699610,+0.380,-0.00034,0.1,,,,,
702,3699610,+0.625,-0.00034,0.1,,,,,
703,3699610,+0.688,-0.00034,0.1,,,,,
704,3699610,+0.511,-0.00034,0.1,,,,,
705,3699610,-0.210,-0.00034,0.1,,,,,
706,3699610,+0.545,-0.00034,0.1,,,,,
707,3699610,-0.028,-0.00034,0.1,,,,,
708,3699610,+0.448,-0.00034,0.1,,,,,
709,3699610,+0.265,-0.00034,0.1,,,,,
710,3699610,+0.354,-0.00034,0.1,,,,,
711,3699610,+0.882,-0.00034,0.1,,,,,
712,3699610,-0.036,-0.00034,0.1,,,,,
713,3699610,-0.404,-0.00034,0.1,,,,,
714,3699610,-0.090,-0.00034,0.1,,,,,
715,3699610,-0.088,-0.00034,0.1,,,,,
716,3699610,+0.482,-0.00034,0.1,,,,,
717,3699610,-0.260,-0.00034,0.1,,,,,
718,3699610,+0.773,-0.00034,0.1,,,,,
719,3699610,+0.616,-0.00034,0.1,,,,,
720,3699610,+0.825,-0.00034,0.1,,,,,
721,3699610,+0.782,-0.00034,0.1,,,,,
722,3699610,-0.121,-0.00034,0.1,,,,,
723,3699610,+0.751,-0.00034,0.1,,,,,
724,3699610,+0.681,-0.00034,0.1,,,,,
725,3699610,+0.782,-0.00034,0.1,,,,,
726,3699610,-0.115,-0.00034,0.1,,,,,
727,3699610,+0.192,-0.00034,0.1,,,,,
728,3699610,+0.693,-0.00034,0.1,,,,,
729,3699610,+0.581,-0.00034,0.1,,,,,
730,3699610,+0.748,-0.00034,0.1,,,,,
731,3699610,+0.775,-0.00034,0.1,,,,,
732,3699610,-0.081,-0.00034,0.1,,,,,
733,3699610,+0.677,-0.00034,0.1,,,,,
734,3699610,+0.663,-0.00034,0.1,,,,,
735,3699610,+0.695,-0.00034,0.1,,,,,
736,3699610,+0.609,-0.00034,0.1,,,,,
737,3699610,+0.569,-0.00034,0.1,,,,,
738,3699610,+0.364,-0.00034,0.1,,,,,
739,3699610,+0.729,-0.00034,0.1,,,,,
740,3699610,+0.335,-0.00034,0.1,,,,,
741,3699610,+0.746,-0.00034,0.1,,,,,
742,3699610,-0.157,-0.00034,0.1,,,,,
743,3699610,+0.668,-0.00034,0.1,,,,,
744,3699610,+0.678,-0.00034,0.1,,,,,
745,3699610,-0.090,-0.00034,0.1,,,,,
746,3699610,+0.704,-0.00034,0.1,,,,,
747,3699610,+0.446,-0.00034,0.1,,,,,
748,3699610,+0.786,-0.00034,0.1,,,,,
749,3699610,+0.746,-0.00034,0.1,,,,,
750,3699610,-0.049,-0.00034,0.1,,,,,
751,3699610,-0.184,-0.00034,0.1,,,,,
752,3699610,+0.314,-0.00034,0.1,,,,,
753,3699610,-1.086,-0.00034,0.1,,,,,
754,3699610,+0.695,-0.00034,0.1,,,,,
755,3699610,+0.890,-0.00034,0.1,,,,,
756,3699610,+0.061,-0.00034,0.1,,,,,
757,3699610,+0.875,-0.00034,0.1,,,,,
758,3699610,+0.042,-0.00034,0.1,,,,,
759,3699610,+0.317,-0.00034,0.1,,,,,
760,3699610,+0.445,-0.00034,0.1,,,,,
761,3699610,-0.083,-0.00034,0.1,,,,,
762,3699610,-0.059,-0.00034,0.1,,,,,
763,3699610,+0.550,-0.00034,0.1,,,,,
764,3699610,+0.498,-0.00034,0.1,,,,,
765,3699610,-0.118,-0.00034,0.1,,,,,
766,3699610,-0.025,-0.00034,0.1,,,,,
767,3699610,+0.229,-0.00034,0.1,,,,,
768,3699610,-0.558,-0.00034,0.1,,,,,
769,3699610,-0.141,-0.00034,0.1,,,,,
770,3699610,-0.359,-0.00034,0.1,,,,,
771,3699610,-0.003,-0.00034,0.1,,,,,
772,3699610,-0.042,-0.00034,0.1,,,,,
773,3699610,-1.384,-0.00034,0.1,,,,,
774,3699610,-0.083,-0.00034,0.1,,,,,
775,3699610,-0.069,-0.00034,0.1,,,,,
776,3699610,+0.607,-0.00034,0.1,,,,,
777,3699610,+0.731,-0.00034,0.1,,,,,
778,3699610,-0.080,-0.00034,0.1,,,,,
779,3699610,+0.369,-0.00034,0.1,,,,,
780,3699610,+0.180,-0.00034,0.1,,,,,
781,3699610,+0.804,-0.00034,0.1,,,,,
782,3699610,+0.329,-0.00034,0.1,,,,,
783,3699610,+0.693,-0.00034,0.1,,,,,
784,3699610,+0.684,-0.00034,0.1,,,,,
785,3699610,+0.744,-0.00034,0.1,,,,,
786,3699610,+0.026,-0.00034,0.1,,,,,
787,3699610,-0.246,-0.00034,0.1,,,,,
788,3699610,-0.077,-0.00034,0.1,,,,,
789,3699610,+0.183,-0.00034,0.1,,,,,
790,3699610,+0.445,-0.00034,0.1,,,,,
791,3699610,+0.055,-0.00034,0.1,,,,,
792,3699610,-1.615,-0.00034,0.1,,,,,
793,3699610,+0.773,-0.00034,0.1,,,,,
794,3699610,+0.002,-0.00034,0.1,,,,,
795,3699610,+0.656,-0.00034,0.1,,,,,
796,3699610,+0.198,-0.00034,0.1,,,,,
797,3699610,+0.470,-0.00034,0.1,,,,,
798,3699610,+0.496,-0.00034,0.1,,,,,
799,3699610,+0.685,-0.00034,0.1,,,,,
800,3699610,+0.399,-0.00034,0.1,,,,,
801,3699610,+0.655,-0.00034,0.1,,,,,
802,3699610,+0.677,-0.00034,0.1,,,,,
803,3699610,-0.123,-0.00034,0.1,,,,,
804,3699610,+0.494,-0.00034,0.1,,,,,
805,3699610,+0.572,-0.00034,0.1,,,,,
806,3699610,+0.575,-0.00034,0.1,,,,,
807,3699610,+0.647,-0.00034,0.1,,,,,
808,3699610,+0.602,-0.00034,0.1,,,,,
809,3699610,-0.194,-0.00034,0.1,,,,,
810,3699610,+0.640,-0.00034,0.1,,,,,
811,3699610,+0.824,-0.00034,0.1,,,,,
812,3699610,+0.474,-0.00034,0.1,,,,,
813,3699610,+0.655,-0.00034,0.1,,,,,
814,3699610,+0.778,-0.00034,0.1,,,,,
815,3699610,+0.675,-0.00034,0.1,,,,,
816,3699610,+0.557,-0.00034,0.1,,,,,
817,3699610,+0.216,-0.00034,0.1,,,,,
818,3699610,+0.385,-0.00034,0.1,,,,,
819,3699610,+0.013,-0.00034,0.1,,,,,
820,3699610,+0.473,-0.00034,0.1,,,,,
821,3699610,+0.810,-0.00034,0.1,,,,,
822,3699610,+0.530,-0.00034,0.1,,,,,
823,3699610,+0.528,-0.00034,0.1,,,,,
824,3699610,-0.107,-0.00034,0.1,,,,,
825,3699610,+0.484,-0.00034,0.1,,,,,
826,3699610,-0.085,-0.00034,0.1,,,,,
827,3699610,-2.848,-0.00034,0.1,,,,,
828,3699610,+0.256,-0.00034,0.1,,,,,
829,3699610,-0.316,-0.00034,0.1,,,,,
830,3699610,-0.307,-0.00034,0.1,,,,,
831,3699610,+0.671,-0.00034,0.1,,,,,
832,3699610,+0.695,-0.00034,0.1,,,,,
833,3699610,-0.082,-0.00034,0.1,,,,,
834,3699610,+0.681,-0.00034,0.1,,,,,
835,3699610,-0.073,-0.00034,0.1,,,,,
836,3699610,+0.489,-0.00034,0.1,,,,,
837,3699610,-0.045,-0.00034,0.1,,,,,
838,3699610,+0.439,-0.00034,0.1,,,,,
839,3699610,+0.676,-0.00034,0.1,,,,,
840,3699610,+0.639,-0.00034,0.1,,,,,
841,3699610,+0.529,-0.00034,0.1,,,,,
842,3699610,+0.461,-0.00034,0.1,,,,,
843,3699610,+0.713,-0.00034,0.1,,,,,
844,3699610,+0.553,-0.00034,0.1,,,,,
845,3699610,+0.783,-0.00034,0.1,,,,,
846,3699610,+0.670,-0.00034,0.1,,,,,
847,3699610,-0.113,-0.00034,0.1,,,,,
848,3699610,+0.238,-0.00034,0.1,,,,,
849,3699610,-0.059,-0.00034,0.1,,,,,
850,3699610,+0.017,-0.00034,0.1,,,,,
851,3699610,+0.845,-0.00034,0.1,,,,,
852,3699610,+0.088,-0.00034,0.1,,,,,
853,3699610,+0.520,-0.00034,0.1,,,,,
854,3699610,+0.113,-0.00034,0.1,,,,,
855,3699610,+0.641,-0.00034,0.1,,,,,
856,3699610,-0.194,-0.00034,0.1,,,,,
857,3699610,-0.137,-0.00034,0.1,,,,,
858,3699610,+0.626,-0.00034,0.1,,,,,
859,3699610,-3.480,-0.00034,0.1,,,,,
860,3699610,+0.383,-0.00034,0.1,,,,,
861,3699610,+0.889,-0.00034,0.1,,,,,
862,3699610,+0.580,-0.00034,0.1,,,,,
863,3699610,+0.884,-0.00034,0.1,,,,,
864,3699610,+0.587,-0.00034,0.1,,,,,
865,3699610,-1.693,-0.00034,0.1,,,,,
866,3699610,-0.047,-0.00034,0.1,,,,,
867,3699610,-0.236,-0.00034,0.1,,,,,
868,3699610,-0.977,-0.00034,0.1,,,,,
869,3699610,-1.653,-0.00034,0.1,,,,,
870,3699610,+0.103,-0.00034,0.1,,,,,
871,3699610,-0.074,-0.00034,0.1,,,,,
872,3699610,+0.490,-0.00034,0.1,,,,,
873,3699610,+0.803,-0.00034,0.1,,,,,
874,3699610,-0.119,-0.00034,0.1,,,,,
875,3699610,-0.126,-0.00034,0.1,,,,,
876,3699610,+0.413,-0.00034,0.1,,,,,
877,3699610,+0.039,-0.00034,0.1,,,,,
878,3699610,+0.725,-0.00034,0.1,,,,,
879,3699610,+0.550,-0.00034,0.1,,,,,
880,3699610,-0.119,-0.00034,0.1,,,,,
881,3699610,-0.092,-0.00034,0.1,,,,,
882,3699610,-0.086,-0.00034,0.1,,,,,
883,3699610,-0.031,-0.00034,0.1,,,,,
884,3699610,-0.328,-0.00034,0.1,,,,,
885,3699610,-0.198,-0.00034,0.1,,,,,
886,3699610,+0.762,-0.00034,0.1,,,,,
887,3699610,+0.888,-0.00034,0.1,,,,,
888,3699610,+0.694,-0.00034,0.1,,,,,
889,3699610,-0.078,-0.00034,0.1,,,,,
890,3699610,+0.446,-0.00034,0.1,,,,,
891,3699610,-0.055,-0.00034,0.1,,,,,
892,3699610,+0.852,-0.00034,0.1,,,,,
893,3699610,+0.014,-0.00034,0.1,,,,,
894,3699610,+0.309,-0.00034,0.1,,,,,
895,3699610,-0.128,-0.00034,0.1,,,,,
896,3699610,+0.720,-0.00034,0.1,,,,,
897,3699610,-0.407,-0.00034,0.1,,,,,
898,3699610,+0.534,-0.00034,0.1,,,,,
899,3699610,-0.186,-0.00034,0.1,,,,,
900,3699610,-0.335,-0.00034,0.1,,,,,
901,3699610,+0.823,-0.00034,0.1,,,,,
902,3699610,+0.808,-0.00034,0.1,,,,,
903,3699610,+0.869,-0.00034,0.1,,,,,
904,3699610,+0.683,-0.00034,0.1,,,,,
905,3699610,-0.129,-0.00034,0.1,,,,,
906,3699610,+0.726,-0.00034,0.1,,,,,
907,3699610,+0.815,-0.00034,0.1,,,,,
908,3699610,-0.041,-0.00034,0.1,,,,,
909,3699610,+0.837,-0.00034,0.1,,,,,
910,3699610,+0.195,-0.00034,0.1,,,,,
911,3699610,+0.600,-0.00034,0.1,,,,,
912,3699610,-0.222,-0.00034,0.1,,,,,
913,3699610,+0.855,-0.00034,0.1,,,,,
914,3699610,+0.787,-0.00034,0.1,,,,,
915,3699610,+0.876,-0.00034,0.1,,,,,
916,3699610,+0.699,-0.00034,0.1,,,,,
917,3699610,+0.934,-0.00034,0.1,,,,,
918,3699610,+0.714,-0.00034,0.1,,,,,
919,3699610,+0.724,-0.00034,0.1,,,,,
920,3699610,+0.635,-0.00034,0.1,,,,,
921,3699610,+0.539,-0.00034,0.1,,,,,
922,3699610,-0.043,-0.00034,0.1,,,,,
923,3699610,+0.290,-0.00034,0.1,,,,,
924,3699610,+0.813,-0.00034,0.1,,,,,
925,3699610,-0.072,-0.00034,0.1,,,,,
926,3699610,-0.173,-0.00034,0.1,,,,,
927,3699610,+0.831,-0.00034,0.1,,,,,
928,3699610,+0.620,-0.00034,0.1,,,,,
929,3699610,-0.101,-0.00034,0.1,,,,,
930,3699610,+0.250,-0.00034,0.1,,,,,
931,3699610,-0.243,-0.00034,0.1,,,,,
932,3699610,+0.815,-0.00034,0.1,,,,,
933,3699610,+0.018,-0.00034,0.1,,,,,
934,3699610,-0.166,-0.00034,0.1,,,,,
935,3699610,+0.628,-0.00034,0.1,,,,,
936,3699610,+0.035,-0.00034,0.1,,,,,
937,3699610,+0.692,-0.00034,0.1,,,,,
938,3699610,+0.650,-0.00034,0.1,,,,,
939,3699610,-0.163,-0.00034,0.1,,,,,
940,3699610,+0.586,-0.00034,0.1,,,,,
941,3699610,+0.195,-0.00034,0.1,,,,,
942,3699610,+0.785,-0.00034,0.1,,,,,
943,3699610,+0.673,-0.00034,0.1,,,,,
944,3699610,+0.578,-0.00034,0.1,,,,,
945,3699610,+0.459,-0.00034,0.1,,,,,
946,3699610,+0.699,-0.00034,0.1,,,,,
947,3699610,-0.238,-0.00034,0.1,,,,,
948,3699610,-0.260,-0.00034,0.1,,,,,
949,3699610,-0.553,-0.00034,0.1,,,,,
950,3699610,+0.794,-0.00034,0.1,,,,,
951,3699610,+0.746,-0.00034,0.1,,,,,
952,3699610,-0.293,-0.00034,0.1,,,,,
953,3699610,+0.767,-0.00034,0.1,,,,,
954,3699610,+0.815,-0.00034,0.1,,,,,
955,3699610,+0.851,-0.00034,0.1,,,,,
956,3699610,-0.170,-0.00034,0.1,,,,,
957,3699610,-0.203,-0.00034,0.1,,,,,
958,3699610,+0.793,-0.00034,0.1,,,,,
959,3699610,+0.391,-0.00034,0.1,,,,,
960,3699610,+0.688,-0.00034,0.1,,,,,
961,3699610,+0.881,-0.00034,0.1,,,,,
962,3699610,+0.686,-0.00034,0.1,,,,,
963,3699610,+0.733,-0.00034,0.1,,,,,
964,3699610,+0.449,-0.00034,0.1,,,,,
965,3699610,+0.768,-0.00034,0.1,,,,,
966,3699610,+0.552,-0.00034,0.1,,,,,
967,3699610,+0.582,-0.00034,0.1,,,,,
968,3699610,+0.614,-0.00034,0.1,,,,,
969,3699610,-0.239,-0.00034,0.1,,,,,
970,3699610,+0.531,-0.00034,0.1,,,,,
971,3699610,+0.854,-0.00034,0.1,,,,,
972,3699610,-0.078,-0.00034,0.1,,,,,
973,3699610,+0.407,-0.00034,0.1,,,,,
974,3699610,+0.684,-0.00034,0.1,,,,,
975,3699610,-0.145,-0.00034,0.1,,,,,
976,3699610,+0.766,-0.00034,0.1,,,,,
977,3699610,+0.629,-0.00034,0.1,,,,,
978,3699610,+0.748,-0.00034,0.1,,,,,
979,3699610,+0.534,-0.00034,0.1,,,,,
980,3699610,+0.676,-0.00034,0.1,,,,,
981,3699610,+0.726,-0.00034,0.1,,,,,
982,3699610,+0.816,-0.00034,0.1,,,,,
983,3699610,-0.135,-0.00034,0.1,,,,,
984,3699610,+0.540,-0.00034,0.1,,,,,
985,3699610,+0.005,-0.00034,0.1,,,,,
986,3699610,+0.683,-0.00034,0.1,,,,,
987,3699610,+0.203,-0.00034,0.1,,,,,
988,3699610,+0.781,-0.00034,0.1,,,,,
989,3699610,+0.447,-0.00034,0.1,,,,,
990,3699610,+0.566,-0.00034,0.1,,,,,
991,3699610,+0.771,-0.00034,0.1,,,,,
992,3699610,+0.808,-0.00034,0.1,,,,,
993,3699610,+0.695,-0.00034,0.1,,,,,
994,3699610,+0.741,-0.00034,0.1,,,,,
995,3699610,-0.155,-0.00034,0.1,,,,,
996,3699610,+0.117,-0.00034,0.1,,,,,
997,3699610,-0.923,-0.00034,0.1,,,,,
998,3699610,+0.782,-0.00034,0.1,,,,,
999,3699610,+0.763,-0.00034,0.1,,,,,
1000,,,,,-6.239e+07,-9.064e+06,3.042,0,1000
